subtitle_index,start_time,end_time,start_seconds,end_seconds,frame_count,diff_time_ms,timestamp,iso,shutter,fnum,ev,color_md,focal_len,latitude,longitude,rel_alt,abs_alt,ct
1207,"00:00:40,236","00:00:40,269",40.236,40.269,1207,33,2026-06-09 08:35:13.672,170.0,1/4000.0,1.8,0.0,default,24.0,32.102111,35.209622,31.0,731.582,5152.0
1208,"00:00:40,269","00:00:40,303",40.269,40.303,1208,34,2026-06-09 08:35:13.705,170.0,1/4000.0,1.8,0.0,default,24.0,32.10211,35.209611,31.0,731.582,5155.0
1209,"00:00:40,303","00:00:40,336",40.303,40.336,1209,33,2026-06-09 08:35:13.738,170.0,1/4000.0,1.8,0.0,default,24.0,32.10211,35.209611,31.0,731.582,5158.0
1210,"00:00:40,336","00:00:40,369",40.336,40.369,1210,33,2026-06-09 08:35:13.772,170.0,1/4000.0,1.8,0.0,default,24.0,32.10211,35.209611,31.0,731.582,5161.0
1211,"00:00:40,369","00:00:40,403",40.369,40.403,1211,34,2026-06-09 08:35:13.805,180.0,1/4000.0,1.8,0.0,default,24.0,32.10211,35.2096,31.0,731.582,5164.0
1212,"00:00:40,403","00:00:40,436",40.403,40.436,1212,33,2026-06-09 08:35:13.839,180.0,1/4000.0,1.8,0.0,default,24.0,32.10211,35.2096,31.0,731.582,5167.0
1213,"00:00:40,436","00:00:40,470",40.436,40.47,1213,34,2026-06-09 08:35:13.872,180.0,1/4000.0,1.8,0.0,default,24.0,32.10211,35.2096,31.0,731.582,5169.0
1214,"00:00:40,470","00:00:40,503",40.47,40.503,1214,33,2026-06-09 08:35:13.905,180.0,1/4000.0,1.8,0.0,default,24.0,32.10211,35.20959,31.0,731.582,5171.0
1215,"00:00:40,503","00:00:40,536",40.503,40.536,1215,33,2026-06-09 08:35:13.939,180.0,1/4000.0,1.8,0.0,default,24.0,32.10211,35.20959,31.0,731.582,5173.0
1216,"00:00:40,536","00:00:40,570",40.536,40.57,1216,34,2026-06-09 08:35:13.972,180.0,1/4000.0,1.8,0.0,default,24.0,32.10211,35.20959,31.0,731.582,5175.0
1217,"00:00:40,570","00:00:40,603",40.57,40.603,1217,33,2026-06-09 08:35:14.005,180.0,1/4000.0,1.8,0.0,default,24.0,32.102111,35.209579,31.0,731.582,5178.0
1218,"00:00:40,603","00:00:40,636",40.603,40.636,1218,33,2026-06-09 08:35:14.039,180.0,1/4000.0,1.8,0.0,default,24.0,32.102111,35.209579,31.0,731.582,5180.0
1219,"00:00:40,636","00:00:40,670",40.636,40.67,1219,34,2026-06-09 08:35:14.072,180.0,1/4000.0,1.8,0.0,default,24.0,32.102111,35.209579,31.0,731.582,5183.0
1220,"00:00:40,670","00:00:40,703",40.67,40.703,1220,33,2026-06-09 08:35:14.105,180.0,1/4000.0,1.8,0.0,default,24.0,32.102112,35.209568,31.0,731.582,5187.0
1221,"00:00:40,703","00:00:40,737",40.703,40.737,1221,34,2026-06-09 08:35:14.139,180.0,1/4000.0,1.8,0.0,default,24.0,32.102112,35.209568,31.0,731.582,5190.0
1222,"00:00:40,737","00:00:40,770",40.737,40.77,1222,33,2026-06-09 08:35:14.172,180.0,1/4000.0,1.8,0.0,default,24.0,32.102112,35.209568,31.0,731.582,5194.0
1223,"00:00:40,770","00:00:40,803",40.77,40.803,1223,33,2026-06-09 08:35:14.205,180.0,1/4000.0,1.8,0.0,default,24.0,32.102113,35.209558,31.0,731.582,5198.0
1224,"00:00:40,803","00:00:40,837",40.803,40.837,1224,34,2026-06-09 08:35:14.239,180.0,1/4000.0,1.8,0.0,default,24.0,32.102113,35.209558,31.0,731.582,5202.0
1225,"00:00:40,837","00:00:40,870",40.837,40.87,1225,33,2026-06-09 08:35:14.273,180.0,1/4000.0,1.8,0.0,default,24.0,32.102113,35.209558,31.0,731.582,5206.0
1226,"00:00:40,870","00:00:40,903",40.87,40.903,1226,33,2026-06-09 08:35:14.305,180.0,1/4000.0,1.8,0.0,default,24.0,32.102115,35.209547,31.0,731.582,5210.0
1227,"00:00:40,903","00:00:40,937",40.903,40.937,1227,34,2026-06-09 08:35:14.339,180.0,1/4000.0,1.8,0.0,default,24.0,32.102115,35.209547,31.0,731.582,5213.0
1228,"00:00:40,937","00:00:40,970",40.937,40.97,1228,33,2026-06-09 08:35:14.372,180.0,1/4000.0,1.8,0.0,default,24.0,32.102115,35.209547,31.0,731.582,5217.0
1229,"00:00:40,970","00:00:41,003",40.97,41.003,1229,33,2026-06-09 08:35:14.405,180.0,1/4000.0,1.8,0.0,default,24.0,32.102118,35.209537,31.0,731.582,5220.0
1230,"00:00:41,003","00:00:41,037",41.003,41.037,1230,34,2026-06-09 08:35:14.439,180.0,1/4000.0,1.8,0.0,default,24.0,32.102118,35.209537,31.0,731.582,5224.0
1231,"00:00:41,037","00:00:41,070",41.037,41.07,1231,33,2026-06-09 08:35:14.472,190.0,1/4000.0,1.8,0.0,default,24.0,32.102118,35.209537,31.0,731.582,5228.0
1232,"00:00:41,070","00:00:41,104",41.07,41.104,1232,34,2026-06-09 08:35:14.506,190.0,1/4000.0,1.8,0.0,default,24.0,32.102121,35.209527,30.9,731.482,5233.0
1233,"00:00:41,104","00:00:41,137",41.104,41.137,1233,33,2026-06-09 08:35:14.539,190.0,1/4000.0,1.8,0.0,default,24.0,32.102121,35.209527,30.9,731.482,5238.0
1234,"00:00:41,137","00:00:41,170",41.137,41.17,1234,33,2026-06-09 08:35:14.572,190.0,1/4000.0,1.8,0.0,default,24.0,32.102121,35.209527,30.9,731.482,5244.0
1235,"00:00:41,170","00:00:41,204",41.17,41.204,1235,34,2026-06-09 08:35:14.606,190.0,1/3200.0,1.8,0.0,default,24.0,32.102124,35.209517,30.9,731.482,5249.0
1236,"00:00:41,204","00:00:41,237",41.204,41.237,1236,33,2026-06-09 08:35:14.639,190.0,1/3200.0,1.8,0.0,default,24.0,32.102124,35.209517,30.9,731.482,5255.0
1237,"00:00:41,237","00:00:41,270",41.237,41.27,1237,33,2026-06-09 08:35:14.672,190.0,1/3200.0,1.8,0.0,default,24.0,32.102124,35.209517,30.9,731.482,5260.0
1238,"00:00:41,270","00:00:41,304",41.27,41.304,1238,34,2026-06-09 08:35:14.706,180.0,1/3200.0,1.8,0.0,default,24.0,32.102128,35.209508,30.9,731.482,5265.0
1239,"00:00:41,304","00:00:41,337",41.304,41.337,1239,33,2026-06-09 08:35:14.739,180.0,1/3200.0,1.8,0.0,default,24.0,32.102128,35.209508,30.9,731.482,5270.0
1240,"00:00:41,337","00:00:41,370",41.337,41.37,1240,33,2026-06-09 08:35:14.772,180.0,1/3200.0,1.8,0.0,default,24.0,32.102128,35.209508,30.9,731.482,5277.0
1241,"00:00:41,370","00:00:41,404",41.37,41.404,1241,34,2026-06-09 08:35:14.806,190.0,1/3200.0,1.8,0.0,default,24.0,32.102133,35.209499,30.9,731.482,5282.0
1242,"00:00:41,404","00:00:41,437",41.404,41.437,1242,33,2026-06-09 08:35:14.839,190.0,1/3200.0,1.8,0.0,default,24.0,32.102133,35.209499,30.9,731.482,5287.0
1243,"00:00:41,437","00:00:41,471",41.437,41.471,1243,34,2026-06-09 08:35:14.873,190.0,1/3200.0,1.8,0.0,default,24.0,32.102133,35.209499,30.9,731.482,5293.0
1244,"00:00:41,471","00:00:41,504",41.471,41.504,1244,33,2026-06-09 08:35:14.906,190.0,1/3200.0,1.8,0.0,default,24.0,32.102137,35.20949,30.9,731.482,5294.0
1245,"00:00:41,504","00:00:41,537",41.504,41.537,1245,33,2026-06-09 08:35:14.939,190.0,1/3200.0,1.8,0.0,default,24.0,32.102137,35.20949,30.9,731.482,5294.0
1246,"00:00:41,537","00:00:41,571",41.537,41.571,1246,34,2026-06-09 08:35:14.973,190.0,1/3200.0,1.8,0.0,default,24.0,32.102137,35.20949,30.9,731.482,5294.0
1247,"00:00:41,571","00:00:41,604",41.571,41.604,1247,33,2026-06-09 08:35:15.006,190.0,1/3200.0,1.8,0.0,default,24.0,32.102143,35.209482,30.9,731.482,5293.0
1248,"00:00:41,604","00:00:41,637",41.604,41.637,1248,33,2026-06-09 08:35:15.039,200.0,1/3200.0,1.8,0.0,default,24.0,32.102143,35.209482,30.9,731.482,5289.0
1249,"00:00:41,637","00:00:41,671",41.637,41.671,1249,34,2026-06-09 08:35:15.073,200.0,1/3200.0,1.8,0.0,default,24.0,32.102143,35.209482,30.9,731.482,5285.0
1250,"00:00:41,671","00:00:41,704",41.671,41.704,1250,33,2026-06-09 08:35:15.106,200.0,1/3200.0,1.8,0.0,default,24.0,32.102148,35.209474,30.9,731.482,5279.0
1251,"00:00:41,704","00:00:41,737",41.704,41.737,1251,33,2026-06-09 08:35:15.140,200.0,1/3200.0,1.8,0.0,default,24.0,32.102148,35.209474,30.9,731.482,5273.0
1252,"00:00:41,737","00:00:41,771",41.737,41.771,1252,34,2026-06-09 08:35:15.173,200.0,1/3200.0,1.8,0.0,default,24.0,32.102148,35.209474,30.9,731.482,5268.0
1253,"00:00:41,771","00:00:41,804",41.771,41.804,1253,33,2026-06-09 08:35:15.206,200.0,1/3200.0,1.8,0.0,default,24.0,32.102154,35.209466,30.9,731.482,5262.0
1254,"00:00:41,804","00:00:41,838",41.804,41.838,1254,34,2026-06-09 08:35:15.240,200.0,1/3200.0,1.8,0.0,default,24.0,32.102154,35.209466,30.9,731.482,5256.0
1255,"00:00:41,838","00:00:41,871",41.838,41.871,1255,33,2026-06-09 08:35:15.273,200.0,1/3200.0,1.8,0.0,default,24.0,32.102154,35.209466,30.9,731.482,5250.0
1256,"00:00:41,871","00:00:41,904",41.871,41.904,1256,33,2026-06-09 08:35:15.306,200.0,1/3200.0,1.8,0.0,default,24.0,32.10216,35.209459,30.9,731.482,5245.0
1257,"00:00:41,904","00:00:41,938",41.904,41.938,1257,34,2026-06-09 08:35:15.340,210.0,1/3200.0,1.8,0.0,default,24.0,32.10216,35.209459,30.9,731.482,5240.0
1258,"00:00:41,938","00:00:41,971",41.938,41.971,1258,33,2026-06-09 08:35:15.373,210.0,1/3200.0,1.8,0.0,default,24.0,32.10216,35.209459,30.9,731.482,5236.0
1259,"00:00:41,971","00:00:42,004",41.971,42.004,1259,33,2026-06-09 08:35:15.406,210.0,1/3200.0,1.8,0.0,default,24.0,32.102167,35.209452,30.9,731.482,5232.0
1260,"00:00:42,004","00:00:42,038",42.004,42.038,1260,34,2026-06-09 08:35:15.440,210.0,1/3200.0,1.8,0.0,default,24.0,32.102167,35.209452,30.9,731.482,5227.0
1261,"00:00:42,038","00:00:42,071",42.038,42.071,1261,33,2026-06-09 08:35:15.474,210.0,1/3200.0,1.8,0.0,default,24.0,32.102167,35.209452,30.9,731.482,5224.0
1262,"00:00:42,071","00:00:42,104",42.071,42.104,1262,33,2026-06-09 08:35:15.507,220.0,1/3200.0,1.8,0.0,default,24.0,32.102174,35.209445,30.9,731.482,5221.0
1263,"00:00:42,104","00:00:42,138",42.104,42.138,1263,34,2026-06-09 08:35:15.540,220.0,1/3200.0,1.8,0.0,default,24.0,32.102174,35.209445,30.9,731.482,5218.0
1264,"00:00:42,138","00:00:42,171",42.138,42.171,1264,33,2026-06-09 08:35:15.574,220.0,1/3200.0,1.8,0.0,default,24.0,32.102174,35.209445,30.9,731.482,5216.0
1265,"00:00:42,171","00:00:42,205",42.171,42.205,1265,34,2026-06-09 08:35:15.607,220.0,1/3200.0,1.8,0.0,default,24.0,32.102181,35.209439,30.9,731.482,5214.0
1266,"00:00:42,205","00:00:42,238",42.205,42.238,1266,33,2026-06-09 08:35:15.640,220.0,1/4000.0,1.8,0.0,default,24.0,32.102181,35.209439,30.9,731.482,5212.0
1267,"00:00:42,238","00:00:42,271",42.238,42.271,1267,33,2026-06-09 08:35:15.674,220.0,1/4000.0,1.8,0.0,default,24.0,32.102181,35.209439,30.9,731.482,5211.0
1268,"00:00:42,271","00:00:42,305",42.271,42.305,1268,34,2026-06-09 08:35:15.707,220.0,1/4000.0,1.8,0.0,default,24.0,32.102189,35.209434,30.9,731.482,5211.0
1269,"00:00:42,305","00:00:42,338",42.305,42.338,1269,33,2026-06-09 08:35:15.740,220.0,1/4000.0,1.8,0.0,default,24.0,32.102189,35.209434,30.9,731.482,5210.0
1270,"00:00:42,338","00:00:42,371",42.338,42.371,1270,33,2026-06-09 08:35:15.774,220.0,1/4000.0,1.8,0.0,default,24.0,32.102189,35.209434,30.9,731.482,5210.0
1271,"00:00:42,371","00:00:42,405",42.371,42.405,1271,34,2026-06-09 08:35:15.807,220.0,1/4000.0,1.8,0.0,default,24.0,32.102196,35.209429,30.9,731.482,5209.0
1272,"00:00:42,405","00:00:42,438",42.405,42.438,1272,33,2026-06-09 08:35:15.840,220.0,1/4000.0,1.8,0.0,default,24.0,32.102196,35.209429,30.9,731.482,5209.0
1273,"00:00:42,438","00:00:42,471",42.438,42.471,1273,33,2026-06-09 08:35:15.874,220.0,1/4000.0,1.8,0.0,default,24.0,32.102196,35.209429,30.9,731.482,5210.0
1274,"00:00:42,471","00:00:42,505",42.471,42.505,1274,34,2026-06-09 08:35:15.907,220.0,1/4000.0,1.8,0.0,default,24.0,32.102204,35.209424,30.9,731.482,5210.0
1275,"00:00:42,505","00:00:42,538",42.505,42.538,1275,33,2026-06-09 08:35:15.940,220.0,1/4000.0,1.8,0.0,default,24.0,32.102204,35.209424,30.9,731.482,5211.0
1276,"00:00:42,538","00:00:42,572",42.538,42.572,1276,34,2026-06-09 08:35:15.974,220.0,1/4000.0,1.8,0.0,default,24.0,32.102204,35.209424,30.9,731.482,5211.0
1277,"00:00:42,572","00:00:42,605",42.572,42.605,1277,33,2026-06-09 08:35:16.007,220.0,1/4000.0,1.8,0.0,default,24.0,32.102211,35.209419,30.9,731.482,5213.0
1278,"00:00:42,605","00:00:42,638",42.605,42.638,1278,33,2026-06-09 08:35:16.040,220.0,1/4000.0,1.8,0.0,default,24.0,32.102211,35.209419,30.9,731.482,5214.0
1279,"00:00:42,638","00:00:42,672",42.638,42.672,1279,34,2026-06-09 08:35:16.074,230.0,1/4000.0,1.8,0.0,default,24.0,32.102211,35.209419,30.9,731.482,5216.0
1280,"00:00:42,672","00:00:42,705",42.672,42.705,1280,33,2026-06-09 08:35:16.107,240.0,1/4000.0,1.8,0.0,default,24.0,32.102219,35.209413,30.9,731.482,5217.0
1281,"00:00:42,705","00:00:42,738",42.705,42.738,1281,33,2026-06-09 08:35:16.141,250.0,1/4000.0,1.8,0.0,default,24.0,32.102219,35.209413,30.9,731.482,5219.0
1282,"00:00:42,738","00:00:42,772",42.738,42.772,1282,34,2026-06-09 08:35:16.175,250.0,1/4000.0,1.8,0.0,default,24.0,32.102219,35.209413,30.9,731.482,5220.0
1283,"00:00:42,772","00:00:42,805",42.772,42.805,1283,33,2026-06-09 08:35:16.207,250.0,1/4000.0,1.8,0.0,default,24.0,32.102219,35.20941,30.9,731.482,5221.0
1284,"00:00:42,805","00:00:42,838",42.805,42.838,1284,33,2026-06-09 08:35:16.240,250.0,1/4000.0,1.8,0.0,default,24.0,32.102219,35.20941,30.9,731.482,5225.0
1285,"00:00:42,838","00:00:42,872",42.838,42.872,1285,34,2026-06-09 08:35:16.274,250.0,1/4000.0,1.8,0.0,default,24.0,32.102219,35.20941,30.9,731.482,5230.0
1286,"00:00:42,872","00:00:42,905",42.872,42.905,1286,33,2026-06-09 08:35:16.308,250.0,1/4000.0,1.8,0.0,default,24.0,32.102226,35.209404,30.9,731.482,5237.0
1287,"00:00:42,905","00:00:42,939",42.905,42.939,1287,34,2026-06-09 08:35:16.341,250.0,1/4000.0,1.8,0.0,default,24.0,32.102226,35.209404,30.9,731.482,5244.0
1288,"00:00:42,939","00:00:42,972",42.939,42.972,1288,33,2026-06-09 08:35:16.374,250.0,1/4000.0,1.8,0.0,default,24.0,32.102226,35.209404,30.9,731.482,5252.0
1289,"00:00:42,972","00:00:43,005",42.972,43.005,1289,33,2026-06-09 08:35:16.407,250.0,1/4000.0,1.8,0.0,default,24.0,32.102233,35.209398,30.9,731.482,5261.0
1290,"00:00:43,005","00:00:43,039",43.005,43.039,1290,34,2026-06-09 08:35:16.442,250.0,1/4000.0,1.8,0.0,default,24.0,32.102233,35.209398,30.9,731.482,5269.0
1291,"00:00:43,039","00:00:43,072",43.039,43.072,1291,33,2026-06-09 08:35:16.474,250.0,1/4000.0,1.8,0.0,default,24.0,32.102233,35.209398,30.9,731.482,5277.0
1292,"00:00:43,072","00:00:43,105",43.072,43.105,1292,33,2026-06-09 08:35:16.507,250.0,1/4000.0,1.8,0.0,default,24.0,32.102241,35.209392,30.9,731.482,5284.0
1293,"00:00:43,105","00:00:43,139",43.105,43.139,1293,34,2026-06-09 08:35:16.541,250.0,1/4000.0,1.8,0.0,default,24.0,32.102241,35.209392,30.9,731.482,5291.0
1294,"00:00:43,139","00:00:43,172",43.139,43.172,1294,33,2026-06-09 08:35:16.574,250.0,1/4000.0,1.8,0.0,default,24.0,32.102241,35.209392,30.9,731.482,5299.0
1295,"00:00:43,172","00:00:43,205",43.172,43.205,1295,33,2026-06-09 08:35:16.608,250.0,1/4000.0,1.8,0.0,default,24.0,32.102248,35.209386,30.9,731.482,5306.0
1296,"00:00:43,205","00:00:43,239",43.205,43.239,1296,34,2026-06-09 08:35:16.641,250.0,1/4000.0,1.8,0.0,default,24.0,32.102248,35.209386,30.9,731.482,5313.0
1297,"00:00:43,239","00:00:43,272",43.239,43.272,1297,33,2026-06-09 08:35:16.675,250.0,1/4000.0,1.8,0.0,default,24.0,32.102248,35.209386,30.9,731.482,5319.0
1298,"00:00:43,272","00:00:43,306",43.272,43.306,1298,34,2026-06-09 08:35:16.708,250.0,1/4000.0,1.8,0.0,default,24.0,32.102255,35.209381,30.9,731.482,5325.0
1299,"00:00:43,306","00:00:43,339",43.306,43.339,1299,33,2026-06-09 08:35:16.741,250.0,1/4000.0,1.8,0.0,default,24.0,32.102255,35.209381,30.9,731.482,5329.0
1300,"00:00:43,339","00:00:43,372",43.339,43.372,1300,33,2026-06-09 08:35:16.774,250.0,1/4000.0,1.8,0.0,default,24.0,32.102255,35.209381,30.9,731.482,5333.0
1301,"00:00:43,372","00:00:43,406",43.372,43.406,1301,34,2026-06-09 08:35:16.808,250.0,1/4000.0,1.8,0.0,default,24.0,32.102263,35.209375,30.9,731.482,5336.0
1302,"00:00:43,406","00:00:43,439",43.406,43.439,1302,33,2026-06-09 08:35:16.841,250.0,1/4000.0,1.8,0.0,default,24.0,32.102263,35.209375,30.9,731.482,5338.0
1303,"00:00:43,439","00:00:43,472",43.439,43.472,1303,33,2026-06-09 08:35:16.874,250.0,1/4000.0,1.8,0.0,default,24.0,32.102263,35.209375,30.9,731.482,5340.0
1304,"00:00:43,472","00:00:43,506",43.472,43.506,1304,34,2026-06-09 08:35:16.909,250.0,1/4000.0,1.8,0.0,default,24.0,32.10227,35.209369,30.9,731.482,5342.0
1305,"00:00:43,506","00:00:43,539",43.506,43.539,1305,33,2026-06-09 08:35:16.941,250.0,1/4000.0,1.8,0.0,default,24.0,32.10227,35.209369,30.9,731.482,5342.0
1306,"00:00:43,539","00:00:43,572",43.539,43.572,1306,33,2026-06-09 08:35:16.975,250.0,1/4000.0,1.8,0.0,default,24.0,32.10227,35.209369,30.9,731.482,5342.0
1307,"00:00:43,572","00:00:43,606",43.572,43.606,1307,34,2026-06-09 08:35:17.008,250.0,1/4000.0,1.8,0.0,default,24.0,32.102278,35.209363,30.9,731.482,5342.0
1308,"00:00:43,606","00:00:43,639",43.606,43.639,1308,33,2026-06-09 08:35:17.041,250.0,1/4000.0,1.8,0.0,default,24.0,32.102278,35.209363,30.9,731.482,5342.0
1309,"00:00:43,639","00:00:43,673",43.639,43.673,1309,34,2026-06-09 08:35:17.075,250.0,1/4000.0,1.8,0.0,default,24.0,32.102278,35.209363,30.9,731.482,5342.0
1310,"00:00:43,673","00:00:43,706",43.673,43.706,1310,33,2026-06-09 08:35:17.108,250.0,1/4000.0,1.8,0.0,default,24.0,32.102285,35.209357,30.9,731.482,5342.0
1311,"00:00:43,706","00:00:43,739",43.706,43.739,1311,33,2026-06-09 08:35:17.141,250.0,1/4000.0,1.8,0.0,default,24.0,32.102285,35.209357,30.9,731.482,5341.0
1312,"00:00:43,739","00:00:43,773",43.739,43.773,1312,34,2026-06-09 08:35:17.175,250.0,1/4000.0,1.8,0.0,default,24.0,32.102285,35.209357,30.9,731.482,5341.0
1313,"00:00:43,773","00:00:43,806",43.773,43.806,1313,33,2026-06-09 08:35:17.208,250.0,1/4000.0,1.8,0.0,default,24.0,32.102293,35.209351,30.9,731.482,5340.0
1314,"00:00:43,806","00:00:43,839",43.806,43.839,1314,33,2026-06-09 08:35:17.241,250.0,1/4000.0,1.8,0.0,default,24.0,32.102293,35.209351,30.9,731.482,5340.0
1315,"00:00:43,839","00:00:43,873",43.839,43.873,1315,34,2026-06-09 08:35:17.275,250.0,1/4000.0,1.8,0.0,default,24.0,32.102293,35.209351,30.9,731.482,5339.0
1316,"00:00:43,873","00:00:43,906",43.873,43.906,1316,33,2026-06-09 08:35:17.308,250.0,1/4000.0,1.8,0.0,default,24.0,32.1023,35.209346,30.9,731.482,5337.0
1317,"00:00:43,906","00:00:43,939",43.906,43.939,1317,33,2026-06-09 08:35:17.342,250.0,1/4000.0,1.8,0.0,default,24.0,32.1023,35.209346,30.9,731.482,5335.0
1318,"00:00:43,939","00:00:43,973",43.939,43.973,1318,34,2026-06-09 08:35:17.375,250.0,1/4000.0,1.8,0.0,default,24.0,32.1023,35.209346,30.9,731.482,5334.0
1319,"00:00:43,973","00:00:44,006",43.973,44.006,1319,33,2026-06-09 08:35:17.408,250.0,1/4000.0,1.8,0.0,default,24.0,32.102308,35.20934,30.9,731.482,5332.0
1320,"00:00:44,006","00:00:44,040",44.006,44.04,1320,34,2026-06-09 08:35:17.442,250.0,1/4000.0,1.8,0.0,default,24.0,32.102308,35.20934,30.9,731.482,5330.0
1321,"00:00:44,040","00:00:44,073",44.04,44.073,1321,33,2026-06-09 08:35:17.475,250.0,1/4000.0,1.8,0.0,default,24.0,32.102308,35.20934,30.9,731.482,5328.0
1322,"00:00:44,073","00:00:44,106",44.073,44.106,1322,33,2026-06-09 08:35:17.509,250.0,1/4000.0,1.8,0.0,default,24.0,32.102316,35.209334,30.9,731.482,5326.0
1323,"00:00:44,106","00:00:44,140",44.106,44.14,1323,34,2026-06-09 08:35:17.543,250.0,1/4000.0,1.8,0.0,default,24.0,32.102316,35.209334,30.9,731.482,5323.0
1324,"00:00:44,140","00:00:44,173",44.14,44.173,1324,33,2026-06-09 08:35:17.575,250.0,1/4000.0,1.8,0.0,default,24.0,32.102316,35.209334,30.9,731.482,5321.0
1325,"00:00:44,173","00:00:44,206",44.173,44.206,1325,33,2026-06-09 08:35:17.608,250.0,1/4000.0,1.8,0.0,default,24.0,32.102323,35.209328,30.9,731.482,5317.0
1326,"00:00:44,206","00:00:44,240",44.206,44.24,1326,34,2026-06-09 08:35:17.642,250.0,1/4000.0,1.8,0.0,default,24.0,32.102323,35.209328,30.9,731.482,5314.0
1327,"00:00:44,240","00:00:44,273",44.24,44.273,1327,33,2026-06-09 08:35:17.675,250.0,1/4000.0,1.8,0.0,default,24.0,32.102323,35.209328,30.9,731.482,5311.0
1328,"00:00:44,273","00:00:44,306",44.273,44.306,1328,33,2026-06-09 08:35:17.708,250.0,1/4000.0,1.8,0.0,default,24.0,32.102331,35.209323,30.9,731.482,5307.0
1329,"00:00:44,306","00:00:44,340",44.306,44.34,1329,34,2026-06-09 08:35:17.742,250.0,1/4000.0,1.8,0.0,default,24.0,32.102331,35.209323,30.9,731.482,5305.0
1330,"00:00:44,340","00:00:44,373",44.34,44.373,1330,33,2026-06-09 08:35:17.776,250.0,1/4000.0,1.8,0.0,default,24.0,32.102331,35.209323,30.9,731.482,5302.0
1331,"00:00:44,373","00:00:44,407",44.373,44.407,1331,34,2026-06-09 08:35:17.809,250.0,1/4000.0,1.8,0.0,default,24.0,32.102338,35.209317,30.9,731.482,5300.0
1332,"00:00:44,407","00:00:44,440",44.407,44.44,1332,33,2026-06-09 08:35:17.842,250.0,1/4000.0,1.8,0.0,default,24.0,32.102338,35.209317,30.9,731.482,5298.0
1333,"00:00:44,440","00:00:44,473",44.44,44.473,1333,33,2026-06-09 08:35:17.875,250.0,1/4000.0,1.8,0.0,default,24.0,32.102338,35.209317,30.9,731.482,5296.0
1334,"00:00:44,473","00:00:44,507",44.473,44.507,1334,34,2026-06-09 08:35:17.909,250.0,1/4000.0,1.8,0.0,default,24.0,32.102346,35.209311,30.9,731.482,5295.0
1335,"00:00:44,507","00:00:44,540",44.507,44.54,1335,33,2026-06-09 08:35:17.942,250.0,1/4000.0,1.8,0.0,default,24.0,32.102346,35.209311,30.9,731.482,5293.0
1336,"00:00:44,540","00:00:44,573",44.54,44.573,1336,33,2026-06-09 08:35:17.975,250.0,1/4000.0,1.8,0.0,default,24.0,32.102346,35.209311,30.9,731.482,5292.0
1337,"00:00:44,573","00:00:44,607",44.573,44.607,1337,34,2026-06-09 08:35:18.009,250.0,1/4000.0,1.8,0.0,default,24.0,32.102354,35.209305,30.9,731.482,5291.0
1338,"00:00:44,607","00:00:44,640",44.607,44.64,1338,33,2026-06-09 08:35:18.042,250.0,1/4000.0,1.8,0.0,default,24.0,32.102354,35.209305,30.9,731.482,5289.0
1339,"00:00:44,640","00:00:44,673",44.64,44.673,1339,33,2026-06-09 08:35:18.076,250.0,1/4000.0,1.8,0.0,default,24.0,32.102354,35.209305,30.9,731.482,5288.0
1340,"00:00:44,673","00:00:44,707",44.673,44.707,1340,34,2026-06-09 08:35:18.109,250.0,1/4000.0,1.8,0.0,default,24.0,32.102362,35.2093,30.9,731.482,5286.0
1341,"00:00:44,707","00:00:44,740",44.707,44.74,1341,33,2026-06-09 08:35:18.142,250.0,1/4000.0,1.8,0.0,default,24.0,32.102362,35.2093,30.9,731.482,5285.0
1342,"00:00:44,740","00:00:44,774",44.74,44.774,1342,34,2026-06-09 08:35:18.176,230.0,1/4000.0,1.8,0.0,default,24.0,32.102362,35.2093,30.9,731.482,5284.0
1343,"00:00:44,774","00:00:44,807",44.774,44.807,1343,33,2026-06-09 08:35:18.209,230.0,1/4000.0,1.8,0.0,default,24.0,32.102369,35.209295,30.9,731.482,5283.0
1344,"00:00:44,807","00:00:44,840",44.807,44.84,1344,33,2026-06-09 08:35:18.242,230.0,1/4000.0,1.8,0.0,default,24.0,32.102369,35.209295,30.9,731.482,5282.0
1345,"00:00:44,840","00:00:44,874",44.84,44.874,1345,34,2026-06-09 08:35:18.276,230.0,1/4000.0,1.8,0.0,default,24.0,32.102369,35.209295,30.9,731.482,5282.0
1346,"00:00:44,874","00:00:44,907",44.874,44.907,1346,33,2026-06-09 08:35:18.309,230.0,1/4000.0,1.8,0.0,default,24.0,32.102377,35.209289,30.9,731.482,5281.0
1347,"00:00:44,907","00:00:44,940",44.907,44.94,1347,33,2026-06-09 08:35:18.342,230.0,1/4000.0,1.8,0.0,default,24.0,32.102377,35.209289,30.9,731.482,5281.0
1348,"00:00:44,940","00:00:44,974",44.94,44.974,1348,34,2026-06-09 08:35:18.376,230.0,1/4000.0,1.8,0.0,default,24.0,32.102377,35.209289,30.9,731.482,5281.0
1349,"00:00:44,974","00:00:45,007",44.974,45.007,1349,33,2026-06-09 08:35:18.409,230.0,1/4000.0,1.8,0.0,default,24.0,32.102385,35.209284,30.9,731.482,5281.0
1350,"00:00:45,007","00:00:45,040",45.007,45.04,1350,33,2026-06-09 08:35:18.442,230.0,1/4000.0,1.8,0.0,default,24.0,32.102385,35.209284,30.9,731.482,5282.0
