query_frame_count,time_s,decision,seconds_since_previous_fix,position_error_m,is_good_fix,motion_viterbi_rank,motion_viterbi_dino_similarity,lg_inlier_count,lg_inlier_ratio,motion_viterbi_reference_dataset,motion_viterbi_reference_frame_count
810,26.99,NO_FIX,,43.86156971009647,False,3,0.9771440029144287,291,0.5866935483870968,v13,9712
840,27.991,NO_FIX,,36.03489208967691,False,4,0.9770289063453674,233,0.46322067594433397,v12,3358
870,28.992,NO_FIX,,31.466610179534268,False,3,0.9750102162361145,294,0.5316455696202531,v12,3418
900,29.993,NO_FIX,,28.381713767644804,False,1,0.9779852628707886,298,0.5488029465930019,v12,3448
930,30.994,NO_FIX,,25.453278236735468,False,3,0.9728372097015381,281,0.4921190893169877,v12,3478
960,31.995,NO_FIX,,24.031621768533302,False,4,0.9736495614051819,243,0.44751381215469616,v12,3538
990,32.996,NO_FIX,,21.346755191959957,False,4,0.9732959866523743,268,0.4953789279112754,v12,3568
1020,33.997,NO_FIX,,17.17742062044681,False,3,0.9789996147155762,305,0.552536231884058,v12,3568
1050,34.998,NO_FIX,,14.282559264823167,False,6,0.9765895009040833,279,0.5254237288135594,v12,3598
1080,35.998,NO_FIX,,12.115484872609604,False,6,0.9751014709472656,266,0.5215686274509804,v12,3658
1110,36.999,NO_FIX,,11.225580653953651,False,2,0.9832622408866882,302,0.5655430711610487,v12,3688
1140,38.0,NO_FIX,,6.985881445798559,False,2,0.9832984805107117,318,0.585635359116022,v12,3688
1170,39.001,NO_FIX,,10.95148357783732,False,1,0.9889315366744995,287,0.5052816901408451,v12,3718
1200,40.002,NO_FIX,,19.332457113243112,False,2,0.9857649803161621,289,0.5264116575591985,v12,3748
1230,41.003,FIX,15.014,30.60353730232455,False,3,0.9868155121803284,368,0.6237288135593221,v13,14568
1260,42.004,FIX,1.0009999999999977,30.04526263128751,False,2,0.9894194602966309,436,0.6780715396578538,v13,14568
1290,43.005,NO_FIX,,17.592775170301646,False,1,0.9886343479156494,294,0.49830508474576274,v12,3868
1320,44.006,FIX,2.0020000000000024,2.684718878016374,True,3,0.9892922639846802,477,0.7045790251107829,v13,14658
1350,45.007,FIX,1.0009999999999977,10.026035594838067,True,5,0.9884937405586243,459,0.6986301369863014,v13,14658
1380,46.007,FIX,1.0,4.341493006144709,True,2,0.9919992089271545,509,0.766566265060241,v13,19424
1410,47.008,FIX,1.0010000000000048,10.42837574213336,True,2,0.9922066330909729,516,0.78419452887538,v13,19424
1440,48.009,FIX,1.0009999999999977,14.291924341803728,True,2,0.9890838265419006,484,0.7213114754098361,v12,4017
1470,49.01,FIX,1.0009999999999977,3.231471455543155,True,5,0.9855659008026123,616,0.9375951293759512,v13,19513
1500,50.011,FIX,1.0010000000000048,12.647466456256865,True,5,0.9865620136260986,546,0.861198738170347,v13,19513
1530,51.012,FIX,1.0009999999999977,7.2253448735919354,True,5,0.9837242960929871,672,0.9725036179450073,v13,19573
1560,52.013,FIX,1.0009999999999977,15.419574010211772,True,4,0.9812992811203003,529,0.8330708661417323,v13,19573
1590,53.014,FIX,1.0010000000000048,17.31333928749044,True,6,0.9852356910705566,497,0.8324958123953099,v13,19603
1620,54.015,FIX,1.0009999999999977,13.773601928389148,True,5,0.9846670031547546,638,0.9396170839469808,v13,19663
1650,55.016,FIX,1.0009999999999977,15.132168348752485,True,4,0.9854254722595215,636,0.9695121951219512,v13,19693
1680,56.016,NO_FIX,,17.658359665917033,False,6,0.9790530800819397,639,0.9740853658536586,v13,19723
1709,56.984,FIX,1.9680000000000035,22.69576252699168,False,5,0.9826135039329529,477,0.7781402936378466,v13,19693
1739,57.985,FIX,1.0009999999999977,19.188028538312796,True,6,0.9828402400016785,650,0.975975975975976,v13,19723
1769,58.986,NO_FIX,,21.363146141818206,False,6,0.979671835899353,588,0.8949771689497716,v13,19723
1799,59.987,FIX,2.0020000000000024,12.389738225965692,True,2,0.9889262914657593,492,0.7522935779816514,v12,4257
1829,60.988,FIX,1.0009999999999977,4.764013326333927,True,1,0.988793671131134,559,0.8125,v12,4287
1859,61.988,FIX,1.0,8.040815220169478,True,1,0.9897400140762329,545,0.8146487294469357,v12,4287
1889,62.989,FIX,1.0009999999999977,7.378594867427752,True,1,0.9898620247840881,538,0.817629179331307,v12,4287
1919,63.99,FIX,1.0010000000000048,6.510189240227252,True,1,0.9881214499473572,506,0.7701674277016742,v12,4287
1949,64.991,FIX,1.0009999999999977,5.101546837572463,True,3,0.9862250089645386,505,0.781733746130031,v12,4317
1979,65.992,FIX,1.0010000000000048,6.437942920358988,True,2,0.9866905212402344,524,0.7844311377245509,v12,4317
2009,66.993,FIX,1.0009999999999906,6.406897230596531,True,4,0.9816817045211792,510,0.8121019108280255,v12,4317
2039,67.994,FIX,1.0010000000000048,6.207332742889687,True,2,0.9816343188285828,500,0.8090614886731392,v12,4317
2069,68.995,NO_FIX,,9.284507416589896,False,3,0.9795519709587097,464,0.8212389380530973,v12,4287
2099,69.996,FIX,2.0019999999999953,8.233717693992837,True,2,0.9801111221313477,436,0.8,v12,4287
2129,70.997,NO_FIX,,7.329705114891739,False,5,0.9752126336097717,402,0.7599243856332704,v12,4287
2159,71.997,NO_FIX,,6.726233862897504,False,6,0.969968855381012,391,0.7696850393700787,v12,4287
2189,72.998,NO_FIX,,6.574518761030078,False,6,0.9607928991317749,365,0.7285429141716567,v12,4287
2219,73.999,NO_FIX,,10.76594595648044,False,5,0.958233654499054,340,0.748898678414097,v12,4257
2249,75.0,NO_FIX,,18.104583156636075,False,2,0.9577306509017944,274,0.7007672634271099,v12,4227
2279,76.001,NO_FIX,,23.743052707145267,False,5,0.9461496472358704,249,0.7259475218658892,v13,19693
2309,77.002,NO_FIX,,32.50559938819252,False,5,0.9490095973014832,196,0.6533333333333333,v13,19663
2339,78.003,NO_FIX,,36.29087374704826,False,5,0.9505500793457031,107,0.4908256880733945,v13,19603
2369,79.004,NO_FIX,,29.703365842260233,False,5,0.9401877522468567,215,0.6398809523809523,v11,1650
2399,80.005,NO_FIX,,25.536206564333053,False,1,0.9672220945358276,415,0.7614678899082569,v11,1410
2429,81.006,NO_FIX,,24.349904473558286,False,4,0.9615949392318726,438,0.8066298342541437,v11,1410
2459,82.006,NO_FIX,,23.152768311365605,False,4,0.9654245972633362,435,0.8070500927643784,v11,1410
2489,83.007,NO_FIX,,21.88913989357479,False,6,0.9590144157409668,431,0.820952380952381,v11,1380
2519,84.008,NO_FIX,,20.737663957583354,False,6,0.9566447138786316,417,0.8128654970760234,v11,1380
2549,85.009,NO_FIX,,19.53382008114756,False,5,0.954105019569397,402,0.8072289156626506,v11,1320
2579,86.01,NO_FIX,,18.163827415844228,False,4,0.9511637091636658,399,0.8012048192771084,v11,1290
2609,87.011,NO_FIX,,16.751710512877764,False,5,0.9395502805709839,363,0.7925764192139738,v11,1260
2639,88.012,NO_FIX,,38.70156487715388,False,3,0.9311185479164124,310,0.7711442786069652,v11,1230
2669,89.013,NO_FIX,,34.874651224406406,False,2,0.9405806064605713,266,0.7150537634408602,v11,1170
2699,90.014,NO_FIX,,32.46389737202047,False,2,0.9214290380477905,248,0.6927374301675978,v11,1140
2729,91.015,NO_FIX,,29.532530221179382,False,3,0.9161496162414551,228,0.6666666666666666,v11,1110
2759,92.015,NO_FIX,,27.726497993289875,False,3,0.8843986392021179,240,0.6976744186046512,v11,1110
2789,93.016,NO_FIX,,24.406102655798165,False,6,0.8332353830337524,234,0.7134146341463414,v11,1080
2818,93.984,NO_FIX,,13.025573581238499,False,1,0.8345687985420227,214,0.740484429065744,v11,1050
2848,94.985,NO_FIX,,12.78377372135613,False,5,0.7830249071121216,219,0.7630662020905923,v11,1050
2878,95.986,NO_FIX,,11.574228739432053,False,4,0.7469561100006104,168,0.6970954356846473,v11,990
2908,96.987,NO_FIX,,14.26435042114116,False,5,0.7906872034072876,160,0.6349206349206349,v11,990
2938,97.987,NO_FIX,,18.45375477037369,False,6,0.8644376993179321,173,0.49855907780979825,v11,1020
2968,98.988,NO_FIX,,20.544480991453312,False,6,0.8722471594810486,192,0.5647058823529412,v11,1020
2998,99.989,NO_FIX,,16.53870319013657,False,5,0.8939801454544067,163,0.4969512195121951,v11,960
3028,100.99,NO_FIX,,13.166453409718391,False,6,0.878434419631958,113,0.39649122807017545,v11,930
3058,101.991,NO_FIX,,9.974388390561995,False,3,0.8878509998321533,98,0.3798449612403101,v11,900
3088,102.992,NO_FIX,,9.930844112785937,False,6,0.8890309929847717,117,0.4134275618374558,v11,900
3118,103.993,NO_FIX,,8.266403415725945,False,4,0.9102758169174194,128,0.41025641025641024,v11,870
3148,104.994,NO_FIX,,5.508061813479488,False,4,0.8968579769134521,120,0.43478260869565216,v11,840
3178,105.995,NO_FIX,,4.853324228302776,False,6,0.8834828734397888,112,0.45714285714285713,v11,840
3208,106.996,NO_FIX,,5.5338288370659345,False,5,0.8896124958992004,126,0.5101214574898786,v11,840
3238,107.996,NO_FIX,,5.625992531731788,False,3,0.9283219575881958,129,0.43434343434343436,v11,810
3268,108.997,NO_FIX,,4.44728939517907,False,1,0.8845785856246948,136,0.39882697947214074,v12,7344
3298,109.998,NO_FIX,,4.6082852713450935,False,5,0.8288326859474182,52,0.3611111111111111,v11,780
3328,110.999,NO_FIX,,2.3838446048848523,False,1,0.8686522245407104,43,0.3412698412698413,v12,7644
3358,112.0,NO_FIX,,2.7498513211937783,False,3,0.8544716835021973,47,0.2919254658385093,v12,7614
3388,113.001,NO_FIX,,2.935649697118629,False,2,0.8384116888046265,27,0.2755102040816326,v12,7644
3418,114.002,NO_FIX,,3.0964977117033516,False,2,0.8432983160018921,27,0.36486486486486486,v12,7644
