frame_count,start_seconds,sat_status,sat_inliers,vpr_triggered,vpr_best_inliers,vpr_best_ratio,source,final_lat,final_lon,error_m,frame_seconds
23890,797.015,ok,25,False,0,0.0,SAT,32.104965,35.203506,23.890935003844117,0.31580091698560864
23920,798.016,ok,20,False,0,0.0,SAT,32.10491,35.203594,24.154026307985113,0.4423783749807626
23949,798.983,ok,22,False,0,0.0,SAT,32.104866,35.203686,23.8799793809845,0.27143916697241366
23979,799.984,ok,20,False,0,0.0,SAT,32.104855,35.20392,33.94031395333347,0.249705541995354
24009,800.985,ok,14,False,0,0.0,SAT,32.10471,35.20395,33.78638292692257,0.4543112920364365
24039,801.986,ok,16,False,0,0.0,SAT,32.104683,35.204025,31.35502776238513,0.38396024995017797
24069,802.987,ok,14,False,0,0.0,SAT,32.104652,35.20413,31.127916968869897,0.4022148329531774
24099,803.988,ok,19,False,0,0.0,SAT,32.104572,35.204216,32.98299879090945,0.3974899590248242
24129,804.989,ok,9,False,0,0.0,SAT,32.10458,35.204277,27.043306419824553,0.42742695892229676
24159,805.99,ok,19,False,0,0.0,SAT,32.104473,35.204388,32.413184084144966,0.39802679198328406
24189,806.991,ok,14,False,0,0.0,SAT,32.104515,35.20463,41.35680783320629,0.38500445790123194
24219,807.991,ok,15,False,0,0.0,SAT,32.104374,35.20459,35.02087186156989,0.4422786249779165
24249,808.992,ok,8,False,0,0.0,SAT,32.10428,35.204536,30.906339462219336,0.43132654193323106
24279,809.993,ok,10,False,0,0.0,SAT,32.10437,35.204563,22.510699365609355,0.4662482920102775
24309,810.994,ok,8,False,0,0.0,SAT,32.104572,35.20457,19.384820696791905,0.5120705829467624
24339,811.995,ok,10,False,0,0.0,SAT,32.1043,35.204517,25.418759434087267,0.43051979097072035
24369,812.996,ok,11,False,0,0.0,SAT,32.104385,35.204453,14.290501979527416,0.49175554199609905
24399,813.997,ok,10,False,0,0.0,SAT,32.104393,35.204594,23.082287763179032,0.36723350000102073
24429,814.998,ok,8,False,0,0.0,SAT,32.10429,35.204605,31.317269428200575,0.5081648749765009
24459,815.999,ok,12,False,0,0.0,SAT,32.10438,35.20454,19.768796452929088,0.4179016670677811
24489,817.0,ok,11,False,0,0.0,SAT,32.104397,35.20448,14.571541042114983,0.37947341706603765
24519,818.0,ok,12,False,0,0.0,SAT,32.104374,35.204536,20.084979865621463,0.39799404109362513
24549,819.001,ok,10,False,0,0.0,SAT,32.10437,35.204533,20.131227061602363,0.46061495901085436
24579,820.002,ok,10,False,0,0.0,SAT,32.104378,35.20454,20.054076166919625,0.459557915921323
24609,821.003,ok,8,False,0,0.0,SAT,32.10436,35.204536,21.304887290551854,0.4834314580075443
24639,822.004,ok,9,False,0,0.0,SAT,32.104675,35.204544,24.694590319899064,0.39232008298859
24669,823.005,ok,8,False,0,0.0,SAT,32.104618,35.204655,28.929676324881186,0.37580549996346235
24699,824.006,ransac_fail,0,True,382,0.992,VPR_FALLBACK,32.10455677694773,35.20442785378902,7.754199540588677,0.8684406669344753
24729,825.007,ok,13,False,0,0.0,SAT,32.10438,35.204544,19.76221081958833,0.4337670410750434
24759,826.008,ok,11,False,0,0.0,SAT,32.104378,35.20453,18.977330750382254,0.4475892080226913
24789,827.009,ok,8,False,0,0.0,SAT,32.104465,35.204624,22.915125914613363,0.3752970830537379
24819,828.009,ok,10,False,0,0.0,SAT,32.104336,35.204517,21.62584176696941,0.45787024998571724
24849,829.01,ransac_fail,0,True,423,0.995,VPR_FALLBACK,32.10455677694773,35.20442785378902,7.705684730225437,0.48347679094877094
24879,830.011,ok,8,False,0,0.0,SAT,32.105812,35.20704,289.76333391388135,0.38120825006626546
